12,12,12
86,92,90
0,0,0
3,6,0
66,49,60
51,80,83
76,70,81
0,0,0
75,18,37
0,0,0
81,93,81
100,81,50
12,12,12
18,18,5
56,43,50
70,45,53
56,57,62
31,68,87
60,81,86
81,62,100
46,60,68
56,50,68
60,68,76
75,93,62
81,75,81
81,81,100
87,37,62
87,56,50
81,31,93
75,50,68
58,70,68
62,43,81
48,50,64
55,66,50
78,65,65
87,62,75
0,0,0
100,75,62
6,3,0
68,18,81
62,75,56
0,6,0
85,76,80
58,76,70
49,69,68
87,87,68
78,44,72
68,56,81
51,63,55
29,21,30
18,62,100
25,62,87
6,5,6
0,0,0
82,54,73
81,31,93
75,25,75
81,100,87
50,50,87
0,0,0
69,69,66
87,31,81
56,38,50
50,51,66
75,75,81
75,81,87
69,36,60
56,100,75
68,50,43
81,87,87
6,0,0
6,0,0
18,30,38
18,50,62
49,50,61
38,68,66
70,54,76
37,25,43
62,43,93
0,0,0
0,0,0
68,71,66
73,53,46
56,75,81
0,0,0
73,69,74
65,75,66
75,43,81
68,60,60
75,81,43
57,66,70
62,37,43
56,81,93
75,73,66
50,87,75
81,50,68
66,53,72
56,31,81
81,31,93
81,31,75
0,6,25
31,56,56
70,66,76
50,62,62
43,56,93
61,73,71
81,62,81
36,93,58
16,17,17
43,25,50
0,0,0
75,56,62
75,12,75
65,70,68
68,56,56
78,50,60
43,12,43
0,0,0
75,50,75
5,4,6
100,56,93
75,37,68
10,8,8
46,80,73
62,75,50
75,75,75
75,100,81
87,75,100
68,12,50
63,75,63
93,62,62
58,93,61
87,75,62
37,87,62
43,68,56
81,87,81
6,0,0
75,50,68
25,25,18
87,81,87
75,62,56
81,68,75
87,81,87
73,53,50
10,8,10
66,73,77
81,56,100
75,37,56
75,75,62
70,61,74
0,0,0
0,0,0
93,87,68
75,45,56
43,50,62
75,75,68
93,87,75
66,48,58
0,0,0
63,56,56
50,25,50
43,18,81
93,87,43
93,56,75
46,77,74
87,62,62
43,56,81
87,56,75
5,4,0
50,50,87
87,25,75
62,62,43
37,50,87
68,68,62
87,43,56
61,46,78
50,68,43
68,68,75
100,87,87
68,37,81
65,56,58
55,60,58
75,63,58
65,73,81
75,62,87
25,12,50
87,75,56
0,0,0
66,48,61
0,0,0
28,38,33
46,78,50
37,12,56
18,37,37
93,93,87
60,61,65
87,12,56
87,75,75
63,76,60
75,37,62
62,43,75
31,37,75
0,0,0
0,0,0
48,75,68
56,65,58
65,53,58
55,85,58
0,0,0
62,25,37
5,4,5
70,57,72
62,43,62
0,0,0
46,60,76
68,25,68
68,45,64
73,55,51
100,43,93
76,50,80
0,43,31
93,93,87
80,68,77
38,76,78
31,25,31
5,4,0
81,52,73
56,56,93
62,56,81
0,0,0
93,68,75
93,93,87
87,25,31
81,37,75
62,25,81
80,76,78
81,87,68
50,56,100
3,0,0
0,0,0
66,58,73
75,62,75
100,31,62
13,5,5
62,18,81
75,62,87
0,0,0
93,50,75
41,63,58
56,56,87
45,57,73
50,62,87
0,0,0
61,65,58
100,87,62
37,43,68
87,43,50
50,25,81
43,87,62
68,62,87
62,72,90
100,68,100
0,0,0
81,68,75
75,73,58
75,56,87
0,0,0
61,71,78
82,49,73
68,62,62
25,62,87
75,81,87
68,31,62
0,0,0
31,56,100
50,81,62
62,6,68
51,75,63
80,63,71
61,61,93
25,0,12
87,68,81
69,65,62
31,43,43
68,65,68
94,45,56
50,25,62
60,53,61
68,73,86
87,68,87
56,18,31
5,6,5
50,63,71
5,0,0
87,18,68
12,12,12
68,81,100
81,62,62
68,65,64
12,6,0
62,62,56
55,55,58
62,0,50
68,43,50
56,75,93
20,16,13
80,82,77
87,100,100
81,81,87
81,81,87
87,87,75
66,63,58
75,25,37
50,0,43
66,68,78
66,68,78
0,0,0
68,50,62
15,6,10
65,38,82
50,73,60
75,12,25
0,0,0
37,18,43
50,75,100
93,75,50
0,0,0
84,44,66
37,12,100
87,37,56
66,63,58
68,38,50
75,31,93
62,43,75
68,43,75
37,43,62
75,37,87
58,63,58
65,70,58
100,87,93
87,87,81
87,87,81
78,70,43
53,61,63
75,81,56
65,66,65
50,52,50
38,64,80
65,65,66
70,60,60
87,75,100
43,62,68
87,68,81
61,71,68
0,0,0
56,50,56
58,56,60
81,50,68
65,54,66
75,68,81
50,52,57
62,0,62
75,68,81
66,53,61
100,100,93
75,43,87
87,56,93
87,62,100
51,66,63
93,62,87
31,43,31
87,62,68
43,75,93
68,25,43
6,18,12
76,45,58
81,81,93
72,53,57
81,81,50
85,48,66
12,12,8
86,33,78
93,100,100
0,0,0
5,6,0
100,100,81
61,60,65
43,75,43
68,43,81
74,44,77
80,41,53
80,74,69
87,87,75
87,56,56
58,61,66
6,3,0
65,90,70
44,68,64
0,0,0
58,65,70
77,66,60
40,68,82
11,11,5
87,31,87
0,0,0
50,75,75
86,73,73
87,75,43
0,0,0
68,37,50
42,61,74
68,56,75
5,5,0
0,0,0
87,50,62
100,100,68
100,68,81
12,6,12
100,68,81
48,78,76
58,41,66
0,0,0
62,37,62
75,68,61
21,20,18
64,64,65
64,64,65
62,87,75
100,100,75
100,81,25
75,62,50
100,100,62
74,58,62
81,75,50
0,0,0
46,75,63
75,25,43
0,0,0
43,62,93
0,0,0
53,80,68
76,70,88
76,60,58
56,75,75
37,31,31
4,0,0
81,81,87
56,63,68
93,56,87
25,25,25
62,56,81
5,5,5
68,62,93
81,31,62
68,56,75
87,93,50
0,0,0
75,43,68
81,64,81
0,0,0
87,31,43
0,0,0
75,68,75
68,31,68
56,12,68
81,25,81
37,0,50
49,60,62
77,58,81
93,100,75
56,70,60
25,31,68
85,65,85
100,43,87
65,69,70
100,62,81
0,0,0
0,0,0
43,43,87
87,62,68
100,50,75
62,68,81
5,0,0
87,68,50
93,75,62
65,56,74
100,75,75
87,68,68
87,68,56
43,50,81
62,50,68
75,75,75
37,0,62
23,23,20
87,87,100
50,50,56
81,68,81
43,50,75
93,50,62
64,49,77
1,6,5
50,37,37
93,75,68
51,76,71
0,0,0
81,18,68
88,57,81
100,43,93
66,69,68
62,50,75
80,77,85
56,55,58
75,75,81
81,68,50
0,0,0
65,53,68
0,0,0
100,68,75
73,50,53
62,77,85
43,87,75
25,25,25
50,81,81
56,68,75
100,50,68
87,81,81
18,28,21
12,6,18
100,100,100
61,70,66
100,43,81
3,0,0
100,87,93
81,60,71
87,68,75
93,54,81
75,81,87
25,62,75
81,65,65
70,71,71
45,66,74
100,75,50
100,100,100
93,75,62
0,0,0
55,76,80
81,50,81
93,75,68
55,76,80
0,0,0
56,56,68
37,87,68
62,37,43
54,65,69
100,100,81
68,31,87
75,87,81
93,56,87
68,56,75
75,18,37
0,0,0
31,50,75
75,68,50
75,100,93
50,56,100
87,68,25
56,43,87
93,56,100
12,25,12
25,0,12
85,45,63
25,0,12
81,87,50
68,37,75
61,78,85
68,68,62
18,12,13
16,26,23
81,81,81
62,50,81
75,75,56
100,62,62
37,43,56
0,0,0
43,62,50
41,83,61
0,0,0
93,50,68
58,56,61
62,43,81
56,75,62
0,0,0
87,68,56
75,56,87
25,0,25
45,80,73
0,0,0
80,46,70
93,100,87
93,68,68
0,0,0
43,37,18
45,55,65
0,0,0
75,62,75
75,43,75
78,56,70
0,0,0
75,37,93
81,31,93
0,0,0
87,62,31
8,9,5
93,56,81
81,50,75
37,12,75
56,12,18
58,73,66
75,62,75
6,1,0
87,37,87
0,0,0
10,5,5
93,37,87
87,43,75
70,53,63
0,0,0
100,100,100
87,62,43
100,100,100
73,75,55
57,54,60
0,0,0
0,0,0
56,68,37
35,33,33
87,31,81
75,93,81
0,0,0
87,87,87
62,62,62
43,50,43
56,54,58
0,0,0
60,66,73
0,0,0
8,5,5
54,73,81
100,100,100
25,37,12
56,56,68
100,100,81
62,18,43
75,43,81
93,37,75
16,18,6
87,43,62
81,56,75
0,0,0
68,43,62
81,37,56
43,25,100
43,53,78
83,63,76
81,37,75
87,87,56
75,75,75
50,18,75
12,6,12
25,25,12
6,12,37
87,62,62
81,18,37
51,61,65
100,93,100
12,12,12
66,70,63
56,43,56
13,8,8
100,100,100
87,18,81
57,34,49
43,75,50
31,68,56
50,56,37
25,87,75
87,62,50
50,75,56
100,100,100
48,68,84
68,75,68
68,68,87
81,75,62
50,37,75
62,81,31
84,34,68
93,93,100
65,72,80
45,93,60
68,72,72
62,50,68
0,0,0
0,6,6
68,93,100
53,77,73
68,31,37
11,3,5
75,50,93
89,60,70
75,43,87
68,57,73
62,60,60
31,68,81
31,43,43
75,62,62
4,0,0
68,62,93
100,62,68
87,25,62
0,0,0
70,65,76
100,56,62
11,8,8
81,78,80
74,57,70
68,25,56
68,37,81
81,25,81
87,81,93
66,63,55
62,12,56
75,62,81
50,62,87
56,63,78
66,51,70
16,10,8
4,5,0
66,75,61
100,100,100
25,62,87
0,0,0
56,63,63
75,50,81
81,62,81
81,43,68
100,62,68
58,60,73
87,68,81
0,0,0
66,73,56
0,0,0
0,0,0
56,43,56
80,62,73
12,12,6
53,83,70
81,57,78
31,81,56
62,56,43
55,60,61
18,50,50
75,12,43
68,75,56
21,10,15
37,18,31
48,51,66
43,70,56
93,31,50
43,37,81
0,0,0
31,25,25
61,66,65
75,68,62
84,78,81
31,50,81
43,80,71
64,66,82
61,50,53
68,40,51
0,0,0
68,57,65
6,93,62
61,46,66
74,49,48
25,56,87
78,50,50
44,52,57
83,51,65
0,0,0
83,51,65
76,57,58
56,53,78
2,5,6
100,87,87
41,82,73
63,50,61
56,56,87
53,56,74
58,60,55
68,0,43
15,13,13
75,62,75
65,28,51
73,85,80
56,75,68
65,45,60
0,0,0
78,48,63
75,56,75
5,5,5
0,0,0
0,0,0
56,62,50
78,63,60
62,6,43
55,60,65
81,81,75
50,68,50
73,58,53
68,62,75
10,5,5
55,60,61
0,0,0
61,66,65
44,74,73
62,87,93
70,45,75
43,62,87
25,24,28
87,62,68
10,6,6
0,0,0
0,0,0
6,6,18
45,76,68
43,25,93
78,48,65
68,62,87
0,0,0
0,0,0
68,56,68
76,66,68
5,0,0
62,43,87
81,37,37
0,0,0
100,62,62
57,49,62
45,78,56
48,48,66
87,62,81
0,0,0
12,25,25
35,68,60
62,43,87
66,60,60
0,0,0
81,0,50
81,81,75
25,43,62
0,0,0
87,62,87
87,43,62
81,62,75
0,0,0
81,25,50
50,56,50
0,0,0
60,58,50
0,0,0
78,71,76
0,0,0
75,31,81
6,0,12
81,65,74
80,45,65
25,12,62
58,63,70
58,65,66
56,12,37
18,0,6
62,37,75
54,57,76
45,56,71
50,100,68
56,43,62
60,64,64
43,31,75
65,46,51
36,76,66
68,62,75
64,49,60
62,12,62
0,0,0
53,54,56
73,56,55
43,0,43
18,43,87
0,0,0
12,12,0
78,77,81
56,85,96
87,25,62
0,0,25
81,61,65
0,0,0
0,0,0
0,0,0
81,75,65
57,42,56
53,62,65
100,100,56
25,87,37
93,31,87
43,37,81
43,50,62
51,61,60
31,30,28
35,76,80
61,83,46
68,82,86
68,82,86
50,25,56
81,43,62
75,68,81
60,66,60
87,75,87
53,68,66
87,68,81
75,56,81
87,93,100
87,93,100
12,12,25
37,31,68
31,62,100
60,68,66
75,18,25
60,41,81
12,18,12
5,5,5
37,93,87
37,12,87
0,0,0
81,50,81
68,62,75
81,50,81
81,43,50
37,56,87
81,56,81
53,71,75
86,54,81
56,62,43
56,50,56
56,50,56
66,68,53
54,54,54
62,56,62
100,100,100
0,0,0
77,77,80
81,68,68
75,48,51
26,54,72
76,93,86
75,81,75
62,62,75
69,85,89
68,71,65
100,56,87
61,66,70
62,70,90
81,50,62
87,18,18
0,0,0
60,68,60
0,0,0
0,0,0
0,0,0
50,62,56
55,65,70
69,48,58
51,90,60
48,58,58
93,42,64
0,0,0
0,0,0
75,62,87
41,23,28
48,60,66
73,70,73
37,37,75
5,4,0
81,75,81
18,68,68
100,62,75
87,68,75
31,43,37
65,52,66
68,68,81
68,31,81
62,37,43
68,51,65
61,55,63
60,73,60
37,31,56
45,48,69
0,0,0
37,12,87
5,2,0
0,0,0
50,49,72
5,0,0
55,70,55
56,71,70
0,0,0
93,31,75
68,93,68
87,62,100
63,43,63
76,60,61
0,0,0
70,53,65
25,50,87
56,65,73
100,100,68
75,62,87
43,80,58
10,5,5
56,65,65
62,37,81
88,74,89
45,65,69
56,31,93
0,0,0
68,68,75
93,68,93
81,18,62
0,0,0
93,25,56
87,25,81
62,18,87
71,65,70
100,87,75
0,0,0
65,71,66
62,31,50
0,0,0
51,80,58
0,0,0
51,65,46
93,87,56
10,6,5
0,0,0
86,57,62
13,10,5
100,93,56
83,68,71
75,75,75
87,68,87
31,37,43
37,18,75
75,12,68
50,81,81
93,50,81
87,50,87
87,93,81
60,45,72
87,56,43
50,50,37
100,100,93
65,56,69
68,45,75
93,93,75
81,63,60
87,56,43
62,87,87
100,12,31
78,42,64
0,6,0
0,0,0
80,55,68
75,87,87
66,58,68
0,0,0
75,87,87
87,87,75
38,62,81
50,43,37
25,12,68
68,50,43
0,0,0
75,75,68
51,76,78
100,25,56
75,56,62
87,62,81
81,87,87
93,75,87
44,62,73
0,0,0
0,0,0
100,100,100
100,100,100
48,73,61
100,0,56
0,0,0
81,50,87
93,68,81
75,100,81
0,0,0
62,12,75
0,0,0
87,87,56
81,75,81
0,0,0
25,25,25
68,43,18
40,86,78
62,37,87
100,75,68
89,69,69
75,75,75
81,37,87
0,0,0
68,43,43
50,75,68
45,75,68
0,12,0
10,10,6
65,61,60
93,25,56
43,50,75
100,87,62
0,0,0
0,0,0
75,56,87
37,75,87
37,81,81
100,100,93
11,21,10
25,18,12
2,2,0
87,43,68
37,56,87
66,51,66
87,93,81
80,89,74
87,37,81
61,80,71
58,56,53
50,31,25
68,50,68
100,68,81
78,58,76
0,0,0
76,41,73
70,43,65
87,100,100
43,25,62
61,56,66
6,0,6
76,57,72
87,50,68
75,43,43
75,50,50
49,52,65
68,66,48
0,0,0
0,0,0
87,68,93
37,31,81
75,50,100
87,12,75
81,81,62
5,2,5
12,6,12
12,6,12
87,43,87
62,25,31
8,5,0
21,24,24
0,0,0
50,65,60
58,62,66
0,0,0
56,68,93
100,50,75
56,50,93
0,6,0
51,53,51
87,62,75
100,87,87
58,60,60
31,18,75
37,31,43
0,0,0
26,51,51
93,87,87
72,50,68
12,0,37
62,6,43
45,85,65
56,62,68
0,0,0
28,71,78
62,31,87
100,81,93
45,73,65
87,81,87
68,43,87
68,56,50
6,0,0
87,81,87
0,0,0
31,18,81
74,64,66
93,68,75
31,18,68
62,62,81
62,62,81
66,68,71
0,0,0
46,53,55
0,0,0
75,62,81
37,75,37
56,75,68
53,56,53
62,93,87
12,18,12
75,25,87
61,63,73
81,43,62
63,75,71
81,68,87
12,0,0
80,53,64
56,25,68
53,74,65
75,81,87
93,37,87
0,0,0
0,0,0
66,78,73
0,0,0
0,12,0
50,75,66
50,51,41
0,0,0
38,60,50
37,12,81
75,68,81
87,100,93
93,56,81
28,28,30
87,62,87
87,62,87
70,46,65
13,10,10
93,75,62
43,91,65
8,13,6
87,50,81
43,38,38
68,43,56
75,68,81
68,62,87
62,62,50
0,0,0
62,87,100
72,68,78
81,87,56
0,0,0
75,68,87
0,0,0
20,6,11
66,80,75
0,0,0
58,60,80
25,37,18
87,81,62
68,45,55
73,65,60
0,0,0
71,80,73
71,80,73
0,0,0
0,0,0
73,55,60
31,68,48
56,75,87
87,50,62
100,37,62
37,37,81
0,0,0
0,0,0
0,0,0
75,63,70
63,56,71
100,81,87
65,62,58
75,50,71
62,43,68
0,0,0
62,56,87
100,43,75
56,43,60
0,0,0
10,9,5
87,43,68
0,0,0
100,62,87
0,0,0
100,62,81
35,70,61
5,0,0
5,6,0
68,43,68
81,43,81
75,93,62
68,68,75
25,18,20
93,45,77
0,0,0
75,43,81
100,68,62
81,93,68
78,78,77
100,100,100
80,80,80
51,75,55
0,0,0
0,0,0
0,0,0
100,100,100
100,100,100
58,70,71
68,37,50
84,45,84
76,80,77
68,50,62
69,53,74
85,56,58
100,50,56
50,43,62
75,43,87
25,12,25
0,0,0
50,75,75
81,37,87
25,25,18
31,50,25
77,69,81
68,37,50
93,37,81
0,0,0
0,0,0
0,0,0
87,75,56
87,43,68
56,68,62
58,66,80
58,66,80
87,68,81
12,18,68
62,87,75
75,87,75
60,58,61
73,73,76
41,50,66
70,65,61
37,31,25
75,62,87
38,51,58
100,100,100
26,26,26
0,0,0
45,61,66
0,0,0
73,61,62
62,37,62
0,0,0
68,75,56
87,37,75
93,6,68
0,0,0
75,68,75
87,56,68
75,62,50
89,76,74
1,2,6
56,70,60
37,25,37
56,65,48
60,73,58
73,61,78
100,100,87
100,100,100
81,75,100
81,75,100
87,62,75
12,12,0
4,0,0
54,50,53
86,86,88
86,86,88
87,100,87
55,75,80
94,61,77
87,87,87
51,78,70
87,68,81
87,50,75
62,37,43
56,49,50
66,61,58
5,0,0
77,64,61
100,100,100
100,100,100
75,75,87
87,68,81
5,5,5
12,6,81
72,77,66
62,87,75
55,48,55
62,37,87
5,0,0
75,25,68
73,69,89
81,80,89
0,0,0
73,46,73
50,6,50
0,0,0
93,62,87
51,65,46
81,75,93
69,64,69
0,0,0
0,0,0
0,0,0
61,90,73
66,66,63
62,81,93
37,37,37
88,64,77
88,64,77
87,81,75
62,25,62
81,50,68
89,85,98
75,25,56
87,68,81
93,50,50
6,11,10
58,72,72
62,62,37
58,72,72
81,75,43
0,0,0
68,58,72
68,58,72
62,25,68
70,63,63
66,53,50
87,75,62
62,25,37
81,68,87
0,6,0
87,75,87
68,93,62
100,50,87
58,40,60
25,18,18
62,25,62
0,0,0
76,32,69
68,25,62
54,85,85
75,93,81
75,93,81
72,57,73
87,81,87
49,66,66
37,50,62
56,43,50
57,88,96
40,78,81
46,41,56
48,71,78
70,70,70
68,18,75
56,50,75
81,68,81
68,18,75
0,0,0
58,65,60
61,80,70
50,48,76
97,72,78
61,83,75
100,56,100
70,56,77
61,66,55
56,56,87
56,56,87
100,100,81
100,18,50
75,81,75
25,18,30
75,100,81
68,62,50
62,56,75
93,68,62
87,68,68
68,64,76
69,54,72
85,64,72
25,25,12
87,37,37
78,60,68
50,50,50
60,68,68
62,81,87
62,75,87
65,56,50
76,55,53
75,45,71
87,37,50
12,0,0
100,50,56
10,41,35
0,0,0
80,64,69
100,93,81
68,50,68
5,1,0
75,100,87
87,87,68
68,43,75
62,56,56
6,0,0
56,69,53
31,68,68
81,30,66
100,93,68
93,31,68
53,75,73
85,68,58
60,60,70
77,57,72
56,82,61
45,72,69
25,6,25
93,31,75
93,31,75
0,0,0
58,48,53
81,62,68
69,48,58
87,100,87
87,50,81
73,60,73
0,0,0
87,62,68
63,38,53
0,0,0
75,37,37
68,18,56
85,65,76
81,56,81
71,61,55
81,43,56
56,51,58
93,56,56
93,25,81
58,65,85
66,40,81
56,68,75
66,40,81
93,81,87
25,37,25
72,56,72
50,56,50
6,5,6
61,48,55
85,53,70
62,31,50
87,56,62
87,56,62
6,25,37
66,65,66
83,80,66
81,81,68
100,68,81
43,18,75
93,62,43
10,2,2
56,37,93
75,100,75
62,18,43
87,68,87
65,49,66
75,50,56
0,0,0
81,81,75
58,73,55
8,6,5
45,69,72
93,87,68
0,0,0
81,93,87
37,31,87
87,100,87
0,0,0
6,6,0
25,12,62
75,93,100
37,53,50
75,56,50
75,75,87
87,68,87
0,0,0
25,0,12
25,25,12
87,37,81
12,87,87
87,87,93
100,12,56
5,0,0
100,87,100
